provinsi,jenis,daerah,tahun,periode,gk,ump,peng,upah
KEP. RIAU,MAKANAN,PERKOTAAN,2015,SEPTEMBER,318580,1954000,625859,18863
KEP. RIAU,MAKANAN,PERKOTAAN,2016,MARET,326014,2178710,714538,21019
KEP. RIAU,MAKANAN,PERKOTAAN,2016,SEPTEMBER,334582,2178710,714538,21019
KEP. RIAU,MAKANAN,PERDESAAN,2015,MARET,316511,1954000,480875,18863
KEP. RIAU,MAKANAN,PERDESAAN,2015,SEPTEMBER,343566,1954000,480875,18863
KEP. RIAU,MAKANAN,PERDESAAN,2016,MARET,353153,2178710,502046,21019
KEP. RIAU,MAKANAN,PERDESAAN,2016,SEPTEMBER,366411,2178710,502046,21019
KEP. RIAU,MAKANAN,PERKOTAAN,2017,MARET,340729,2358454,794255,19832
KEP. RIAU,MAKANAN,PERKOTAAN,2017,SEPTEMBER,357478,2358454,794255,19832
KEP. RIAU,MAKANAN,PERKOTAAN,2018,MARET,373829,2563875,774057,23212
KEP. RIAU,MAKANAN,PERKOTAAN,2018,SEPTEMBER,376276,2563875,774057,23212
KEP. RIAU,MAKANAN,PERDESAAN,2017,MARET,375168,2358454,562677,19832
KEP. RIAU,MAKANAN,PERDESAAN,2017,SEPTEMBER,387266,2358454,562677,19832
KEP. RIAU,MAKANAN,PERDESAAN,2018,MARET,396882,2563875,590286,23212
KEP. RIAU,MAKANAN,PERDESAAN,2018,SEPTEMBER,405549,2563875,590286,23212
KEP. RIAU,MAKANAN,PERKOTAAN,2019,MARET,393859,2769754,809149,22912
KEP. RIAU,MAKANAN,PERKOTAAN,2019,SEPTEMBER,397193,2769754,809149,22912
KEP. RIAU,MAKANAN,PERKOTAAN,2020,MARET,406556,3005460,819974,25032
KEP. RIAU,MAKANAN,PERKOTAAN,2020,SEPTEMBER,408172,3005460,819974,25032
KEP. RIAU,MAKANAN,PERDESAAN,2019,MARET,412190,2769754,610033,22912
KEP. RIAU,MAKANAN,PERDESAAN,2019,SEPTEMBER,429322,2769754,610033,22912
KEP. RIAU,MAKANAN,PERDESAAN,2020,MARET,442464,3005460,623234,25032
KEP. RIAU,MAKANAN,PERDESAAN,2020,SEPTEMBER,444217,3005460,623234,25032
KEP. RIAU,MAKANAN,PERKOTAAN,2021,MARET,426912,3005460,842908,25736
KEP. RIAU,MAKANAN,PERKOTAAN,2021,SEPTEMBER,429830,3005460,842908,25736
KEP. RIAU,MAKANAN,PERKOTAAN,2022,MARET,453563,3050172,868121,23528
KEP. RIAU,MAKANAN,PERKOTAAN,2022,SEPTEMBER,486016,3050172,868121,23528
KEP. RIAU,MAKANAN,PERDESAAN,2021,MARET,458274,3005460,645900,25736
KEP. RIAU,MAKANAN,PERDESAAN,2021,SEPTEMBER,467527,3005460,645900,25736
KEP. RIAU,MAKANAN,PERDESAAN,2022,MARET,496488,3050172,672520,23528
KEP. RIAU,MAKANAN,PERDESAAN,2022,SEPTEMBER,525085,3050172,672520,23528
KEP. RIAU,NONMAKANAN,PERKOTAAN,2015,MARET,155149,1954000,809066,18863
KEP. RIAU,NONMAKANAN,PERKOTAAN,2015,SEPTEMBER,166916,1954000,809066,18863
KEP. RIAU,NONMAKANAN,PERKOTAAN,2016,MARET,168404,2178710,842368,21019
KEP. RIAU,NONMAKANAN,PERKOTAAN,2016,SEPTEMBER,171398,2178710,842368,21019
KEP. RIAU,NONMAKANAN,PERDESAAN,2015,MARET,104127,1954000,404211,18863
KEP. RIAU,NONMAKANAN,PERDESAAN,2015,SEPTEMBER,113367,1954000,404211,18863
KEP. RIAU,NONMAKANAN,PERDESAAN,2016,MARET,113836,2178710,464081,21019
KEP. RIAU,NONMAKANAN,PERDESAAN,2016,SEPTEMBER,115276,2178710,464081,21019
KEP. RIAU,NONMAKANAN,PERKOTAAN,2017,MARET,175688,2358454,869299,19832
KEP. RIAU,NONMAKANAN,PERKOTAAN,2017,SEPTEMBER,182583,2358454,869299,19832
KEP. RIAU,NONMAKANAN,PERKOTAAN,2018,MARET,190164,2563875,881087,23212
KEP. RIAU,NONMAKANAN,PERKOTAAN,2018,SEPTEMBER,194632,2563875,881087,23212
KEP. RIAU,NONMAKANAN,PERDESAAN,2017,MARET,117473,2358454,442556,19832
KEP. RIAU,NONMAKANAN,PERDESAAN,2017,SEPTEMBER,120529,2358454,442556,19832
KEP. RIAU,NONMAKANAN,PERDESAAN,2018,MARET,131906,2563875,496566,23212
KEP. RIAU,NONMAKANAN,PERDESAAN,2018,SEPTEMBER,137637,2563875,496566,23212
KEP. RIAU,NONMAKANAN,PERKOTAAN,2020,MARET,210186,3005460,1023031,25032
KEP. RIAU,NONMAKANAN,PERKOTAAN,2020,SEPTEMBER,211289,3005460,1023031,25032
KEP. RIAU,NONMAKANAN,PERDESAAN,2019,MARET,144058,2769754,499045,22912
KEP. RIAU,NONMAKANAN,PERDESAAN,2019,SEPTEMBER,147937,2769754,499045,22912
KEP. RIAU,NONMAKANAN,PERDESAAN,2020,MARET,152786,3005460,520509,25032
KEP. RIAU,NONMAKANAN,PERDESAAN,2020,SEPTEMBER,153682,3005460,520509,25032
KEP. RIAU,NONMAKANAN,PERDESAAN,2021,MARET,156472,3005460,518795,25736
KEP. RIAU,NONMAKANAN,PERDESAAN,2021,SEPTEMBER,159285,3005460,518795,25736
KEP. RIAU,NONMAKANAN,PERDESAAN,2022,MARET,162820,3050172,515616,23528
KEP. RIAU,NONMAKANAN,PERDESAAN,2022,SEPTEMBER,172647,3050172,515616,23528
DKI JAKARTA,MAKANAN,PERKOTAAN,2015,MARET,319595,2700000,615486,17012
DKI JAKARTA,MAKANAN,PERKOTAAN,2015,SEPTEMBER,327678,2700000,615486,17012
DKI JAKARTA,MAKANAN,PERKOTAAN,2016,MARET,329644,3100000,692206,23181
DKI JAKARTA,MAKANAN,PERKOTAAN,2016,SEPTEMBER,334938,3100000,692206,23181
DKI JAKARTA,MAKANAN,PERKOTAAN,2017,MARET,347382,3355750,797828,23826
DKI JAKARTA,MAKANAN,PERKOTAAN,2017,SEPTEMBER,383192,3355750,797828,23826
DKI JAKARTA,MAKANAN,PERKOTAAN,2018,MARET,394158,3648036,847846,25238
DKI JAKARTA,MAKANAN,PERKOTAAN,2018,SEPTEMBER,408790,3648036,847846,25238
JAWA BARAT,MAKANAN,PERKOTAAN,2015,MARET,213479,1000000,448748,11247
JAWA BARAT,MAKANAN,PERKOTAAN,2015,SEPTEMBER,223843,1000000,448748,11247
JAWA BARAT,MAKANAN,PERKOTAAN,2016,MARET,228191,2250000,514628,14791
JAWA BARAT,MAKANAN,PERKOTAAN,2016,SEPTEMBER,233953,2250000,514628,14791
JAWA BARAT,MAKANAN,PERDESAAN,2015,MARET,231259,1000000,378794,11247
JAWA BARAT,MAKANAN,PERDESAAN,2015,SEPTEMBER,241132,1000000,378794,11247
JAWA BARAT,MAKANAN,PERDESAAN,2016,MARET,246605,2250000,395806,14791
JAWA BARAT,MAKANAN,PERDESAAN,2016,SEPTEMBER,250274,2250000,395806,14791
JAWA BARAT,MAKANAN,PERKOTAAN,2017,MARET,244750,1420624,593467,16202
JAWA BARAT,MAKANAN,PERKOTAAN,2017,SEPTEMBER,250654,1420624,593467,16202
JAWA BARAT,MAKANAN,PERKOTAAN,2018,MARET,263583,1544361,626039,16843
JAWA BARAT,MAKANAN,PERKOTAAN,2018,SEPTEMBER,266339,1544361,626039,16843
JAWA BARAT,MAKANAN,PERDESAAN,2017,MARET,257238,1420624,484115,16202
JAWA BARAT,MAKANAN,PERDESAAN,2017,SEPTEMBER,265183,1420624,484115,16202
JAWA BARAT,MAKANAN,PERDESAAN,2018,MARET,274016,1544361,529194,16843
JAWA BARAT,MAKANAN,PERDESAAN,2018,SEPTEMBER,276660,1544361,529194,16843
JAWA BARAT,MAKANAN,PERKOTAAN,2019,MARET,280844,1668373,659200,17365
JAWA BARAT,MAKANAN,PERKOTAAN,2019,SEPTEMBER,291607,1668373,659200,17365
JAWA BARAT,MAKANAN,PERKOTAAN,2020,MARET,299959,1810351,682461,19078
JAWA BARAT,MAKANAN,PERKOTAAN,2020,SEPTEMBER,303465,1810351,682461,19078
JAWA BARAT,MAKANAN,PERDESAAN,2019,MARET,284171,1668373,533831,17365
JAWA BARAT,MAKANAN,PERDESAAN,2019,SEPTEMBER,295872,1668373,533831,17365
JAWA BARAT,MAKANAN,PERDESAAN,2020,MARET,307253,1810351,568464,19078
JAWA BARAT,MAKANAN,PERDESAAN,2020,SEPTEMBER,312563,1810351,568464,19078
JAWA BARAT,MAKANAN,PERKOTAAN,2021,MARET,313015,2630162,698336,19716
JAWA BARAT,MAKANAN,PERKOTAAN,2021,SEPTEMBER,321499,2630162,698336,19716
JAWA BARAT,MAKANAN,PERKOTAAN,2022,MARET,331420,1841487,729521,19038
JAWA BARAT,MAKANAN,PERKOTAAN,2022,SEPTEMBER,353253,1841487,729521,19038
JAWA BARAT,MAKANAN,PERDESAAN,2021,MARET,319590,2630162,602593,19716
JAWA BARAT,MAKANAN,PERDESAAN,2021,SEPTEMBER,330150,2630162,602593,19716
JAWA BARAT,MAKANAN,PERDESAAN,2022,MARET,343615,1841487,630058,19038
JAWA BARAT,MAKANAN,PERDESAAN,2022,SEPTEMBER,361697,1841487,630058,19038
JAWA BARAT,NONMAKANAN,PERKOTAAN,2015,MARET,94009,1000000,566242,11247
JAWA BARAT,NONMAKANAN,PERKOTAAN,2015,SEPTEMBER,94454,1000000,566242,11247
JAWA BARAT,NONMAKANAN,PERKOTAAN,2016,MARET,96826,2250000,599330,14791
JAWA BARAT,NONMAKANAN,PERKOTAAN,2016,SEPTEMBER,98192,2250000,599330,14791
JAWA BARAT,NONMAKANAN,PERDESAAN,2015,MARET,74358,1000000,274900,11247
JAWA BARAT,NONMAKANAN,PERDESAAN,2015,SEPTEMBER,78096,1000000,274900,11247
JAWA BARAT,NONMAKANAN,PERDESAAN,2016,MARET,78332,2250000,298301,14791
JAWA BARAT,NONMAKANAN,PERDESAAN,2016,SEPTEMBER,80963,2250000,298301,14791
JAWA BARAT,NONMAKANAN,PERKOTAAN,2017,MARET,100400,1420624,625683,16202
JAWA BARAT,NONMAKANAN,PERKOTAAN,2017,SEPTEMBER,104212,1420624,625683,16202
JAWA BARAT,NONMAKANAN,PERKOTAAN,2018,MARET,105097,1544361,707932,16843
JAWA BARAT,NONMAKANAN,PERKOTAAN,2018,SEPTEMBER,105920,1544361,707932,16843
JAWA BARAT,NONMAKANAN,PERDESAAN,2017,MARET,84444,1420624,322523,16202
JAWA BARAT,NONMAKANAN,PERDESAAN,2017,SEPTEMBER,87921,1420624,322523,16202
JAWA BARAT,NONMAKANAN,PERDESAAN,2018,MARET,90136,1544361,357131,16843
JAWA BARAT,NONMAKANAN,PERDESAAN,2018,SEPTEMBER,91144,1544361,357131,16843
JAWA BARAT,NONMAKANAN,PERKOTAAN,2019,MARET,108134,1668373,715976,17365
JAWA BARAT,NONMAKANAN,PERKOTAAN,2019,SEPTEMBER,110647,1668373,715976,17365
JAWA BARAT,NONMAKANAN,PERKOTAAN,2020,MARET,112943,1810351,748323,19078
JAWA BARAT,NONMAKANAN,PERKOTAAN,2020,SEPTEMBER,113234,1810351,748323,19078
JAWA BARAT,NONMAKANAN,PERDESAAN,2019,MARET,92689,1668373,380464,17365
JAWA BARAT,NONMAKANAN,PERDESAAN,2019,SEPTEMBER,95137,1668373,380464,17365
JAWA BARAT,NONMAKANAN,PERDESAAN,2020,MARET,96838,1810351,409189,19078
JAWA BARAT,NONMAKANAN,PERDESAAN,2020,SEPTEMBER,98778,1810351,409189,19078
JAWA BARAT,NONMAKANAN,PERKOTAAN,2021,MARET,115817,2630162,776090,19716
JAWA BARAT,NONMAKANAN,PERKOTAAN,2021,SEPTEMBER,117143,2630162,776090,19716
JAWA BARAT,NONMAKANAN,PERKOTAAN,2022,MARET,121232,1841487,810707,19038
JAWA BARAT,NONMAKANAN,PERKOTAAN,2022,SEPTEMBER,127531,1841487,810707,19038
JAWA BARAT,NONMAKANAN,PERDESAAN,2021,MARET,102167,2630162,406828,19716
JAWA BARAT,NONMAKANAN,PERDESAAN,2021,SEPTEMBER,102892,2630162,406828,19716
JAWA BARAT,NONMAKANAN,PERDESAAN,2022,MARET,107690,1841487,426145,19038
JAWA BARAT,NONMAKANAN,PERDESAAN,2022,SEPTEMBER,116273,1841487,426145,19038
JAWA TENGAH,MAKANAN,PERKOTAAN,2015,MARET,210932,910000,350517,8525
JAWA TENGAH,MAKANAN,PERKOTAAN,2015,SEPTEMBER,218935,910000,350517,8525
JAWA TENGAH,MAKANAN,PERKOTAAN,2016,MARET,224987,910000,409810,9965
JAWA TENGAH,MAKANAN,PERKOTAAN,2016,SEPTEMBER,231212,910000,409810,9965
JAWA TENGAH,MAKANAN,PERDESAAN,2015,MARET,221840,910000,313724,8525
JAWA TENGAH,MAKANAN,PERDESAAN,2015,SEPTEMBER,232942,910000,313724,8525
JAWA TENGAH,MAKANAN,PERDESAAN,2016,MARET,237901,910000,337788,9965
JAWA TENGAH,MAKANAN,PERDESAAN,2016,SEPTEMBER,241079,910000,337788,9965
JAWA TENGAH,MAKANAN,PERKOTAAN,2017,MARET,240655,1367000,443810,10569
JAWA TENGAH,MAKANAN,PERKOTAAN,2017,SEPTEMBER,244264,1367000,443810,10569
JAWA TENGAH,MAKANAN,PERKOTAAN,2018,MARET,254959,1486065,491151,11417
JAWA TENGAH,MAKANAN,PERKOTAAN,2018,SEPTEMBER,259615,1486065,491151,11417
JAWA TENGAH,MAKANAN,PERDESAAN,2017,MARET,248154,1367000,399848,10569
JAWA TENGAH,MAKANAN,PERDESAAN,2017,SEPTEMBER,252711,1367000,399848,10569
JAWA TENGAH,MAKANAN,PERDESAAN,2018,MARET,259564,1486065,429085,11417
JAWA TENGAH,MAKANAN,PERDESAAN,2018,SEPTEMBER,265809,1486065,429085,11417
JAWA TENGAH,MAKANAN,PERKOTAAN,2019,MARET,270631,1605396,500720,11828
JAWA TENGAH,MAKANAN,PERKOTAAN,2019,SEPTEMBER,284099,1605396,500720,11828
JAWA TENGAH,MAKANAN,PERKOTAAN,2020,MARET,295446,1742015,534296,12707
JAWA TENGAH,MAKANAN,PERKOTAAN,2020,SEPTEMBER,297510,1742015,534296,12707
JAWA TENGAH,MAKANAN,PERDESAAN,2019,MARET,273501,1605396,436512,11828
JAWA TENGAH,MAKANAN,PERDESAAN,2019,SEPTEMBER,282349,1605396,436512,11828
JAWA TENGAH,MAKANAN,PERDESAAN,2020,MARET,292760,1742015,456030,12707
JAWA TENGAH,MAKANAN,PERDESAAN,2020,SEPTEMBER,295899,1742015,456030,12707
JAWA TENGAH,MAKANAN,PERKOTAAN,2021,MARET,307367,1810351,556031,13072
JAWA TENGAH,MAKANAN,PERKOTAAN,2021,SEPTEMBER,316590,1810351,556031,13072
JAWA TENGAH,MAKANAN,PERKOTAAN,2022,MARET,328539,1812935,609145,12604
JAWA TENGAH,MAKANAN,PERKOTAAN,2022,SEPTEMBER,350614,1812935,609145,12604
JAWA TENGAH,MAKANAN,PERDESAAN,2021,MARET,302894,1810351,479366,13072
JAWA TENGAH,MAKANAN,PERDESAAN,2021,SEPTEMBER,318487,1810351,479366,13072
JAWA TENGAH,MAKANAN,PERDESAAN,2022,MARET,330526,1812935,532973,12604
JAWA TENGAH,MAKANAN,PERDESAAN,2022,SEPTEMBER,348420,1812935,532973,12604
JAWA TENGAH,NONMAKANAN,PERKOTAAN,2015,MARET,88079,910000,468198,8525
JAWA TENGAH,NONMAKANAN,PERKOTAAN,2015,SEPTEMBER,89228,910000,468198,8525
JAWA TENGAH,NONMAKANAN,PERKOTAAN,2016,MARET,90282,910000,484096,9965
JAWA TENGAH,NONMAKANAN,PERKOTAAN,2016,SEPTEMBER,91586,910000,484096,9965
JAWA TENGAH,NONMAKANAN,PERDESAAN,2015,MARET,75025,910000,277509,8525
JAWA TENGAH,NONMAKANAN,PERDESAAN,2015,SEPTEMBER,77352,910000,277509,8525
JAWA TENGAH,NONMAKANAN,PERDESAAN,2016,MARET,81287,910000,297503,9965
JAWA TENGAH,NONMAKANAN,PERDESAAN,2016,SEPTEMBER,81410,910000,297503,9965
JAWA TENGAH,NONMAKANAN,PERKOTAAN,2017,MARET,93866,1367000,493715,10569
JAWA TENGAH,NONMAKANAN,PERKOTAAN,2017,SEPTEMBER,95428,1367000,493715,10569
JAWA TENGAH,NONMAKANAN,PERKOTAAN,2018,MARET,98281,1486065,568887,11417
JAWA TENGAH,NONMAKANAN,PERKOTAAN,2018,SEPTEMBER,99910,1486065,568887,11417
JAWA TENGAH,NONMAKANAN,PERDESAAN,2017,MARET,83518,1367000,320185,10569
JAWA TENGAH,NONMAKANAN,PERDESAAN,2017,SEPTEMBER,84946,1367000,320185,10569
JAWA TENGAH,NONMAKANAN,PERDESAAN,2018,MARET,88642,1486065,381834,11417
JAWA TENGAH,NONMAKANAN,PERDESAAN,2018,SEPTEMBER,89496,1486065,381834,11417
JAWA TENGAH,NONMAKANAN,PERKOTAAN,2019,MARET,102252,1605396,580605,11828
JAWA TENGAH,NONMAKANAN,PERKOTAAN,2019,SEPTEMBER,103546,1605396,580605,11828
JAWA TENGAH,NONMAKANAN,PERKOTAAN,2020,MARET,106325,1742015,618738,12707
JAWA TENGAH,NONMAKANAN,PERKOTAAN,2020,SEPTEMBER,106941,1742015,618738,12707
JAWA TENGAH,NONMAKANAN,PERDESAAN,2019,MARET,92106,1605396,388547,11828
JAWA TENGAH,NONMAKANAN,PERDESAAN,2019,SEPTEMBER,93750,1605396,388547,11828
JAWA TENGAH,NONMAKANAN,PERDESAAN,2020,MARET,96035,1742015,420783,12707
JAWA TENGAH,NONMAKANAN,PERDESAAN,2020,SEPTEMBER,96317,1742015,420783,12707
JAWA TENGAH,NONMAKANAN,PERKOTAAN,2021,MARET,109458,1810351,629212,13072
JAWA TENGAH,NONMAKANAN,PERKOTAAN,2021,SEPTEMBER,110509,1810351,629212,13072
JAWA TENGAH,NONMAKANAN,PERKOTAAN,2022,MARET,113940,1812935,653908,12604
JAWA TENGAH,NONMAKANAN,PERKOTAAN,2022,SEPTEMBER,119009,1812935,653908,12604
JAWA TENGAH,NONMAKANAN,PERDESAAN,2021,MARET,98245,1810351,422937,13072
JAWA TENGAH,NONMAKANAN,PERDESAAN,2021,SEPTEMBER,100578,1810351,422937,13072
JAWA TENGAH,NONMAKANAN,PERDESAAN,2022,MARET,104259,1812935,433964,12604
JAWA TENGAH,NONMAKANAN,PERDESAAN,2022,SEPTEMBER,111294,1812935,433964,12604
DI YOGYAKARTA,MAKANAN,PERKOTAAN,2015,MARET,238042,988500,385061,10440
DI YOGYAKARTA,MAKANAN,PERKOTAAN,2015,SEPTEMBER,249320,988500,385061,10440
DI YOGYAKARTA,MAKANAN,PERKOTAAN,2016,MARET,254284,988500,466841,12070
DI YOGYAKARTA,MAKANAN,PERKOTAAN,2016,SEPTEMBER,257677,988500,466841,12070
DI YOGYAKARTA,MAKANAN,PERDESAAN,2015,MARET,236342,988500,325188,10440
DI YOGYAKARTA,MAKANAN,PERDESAAN,2015,SEPTEMBER,241725,988500,325188,10440
DI YOGYAKARTA,MAKANAN,PERDESAAN,2016,MARET,246960,988500,364117,12070
DI YOGYAKARTA,MAKANAN,PERDESAAN,2016,SEPTEMBER,250244,988500,364117,12070
DI YOGYAKARTA,MAKANAN,PERKOTAAN,2017,MARET,270924,1337645,524042,12281
DI YOGYAKARTA,MAKANAN,PERKOTAAN,2017,SEPTEMBER,290650,1337645,524042,12281
DI YOGYAKARTA,MAKANAN,PERKOTAAN,2018,MARET,301252,1454154,569840,12554
DI YOGYAKARTA,MAKANAN,PERKOTAAN,2018,SEPTEMBER,305494,1454154,569840,12554
DI YOGYAKARTA,MAKANAN,PERDESAAN,2017,MARET,260248,1337645,410231,12281
DI YOGYAKARTA,MAKANAN,PERDESAAN,2017,SEPTEMBER,262952,1337645,410231,12281
DI YOGYAKARTA,MAKANAN,PERDESAAN,2018,MARET,270706,1454154,418677,12554
DI YOGYAKARTA,MAKANAN,PERDESAAN,2018,SEPTEMBER,271414,1454154,418677,12554
DI YOGYAKARTA,MAKANAN,PERKOTAAN,2019,MARET,323635,1570923,587032,13275
DI YOGYAKARTA,MAKANAN,PERKOTAAN,2019,SEPTEMBER,338723,1570923,587032,13275
DI YOGYAKARTA,MAKANAN,PERKOTAAN,2020,MARET,350055,1704608,629172,15771
DI YOGYAKARTA,MAKANAN,PERKOTAAN,2020,SEPTEMBER,350253,1704608,629172,15771
DI YOGYAKARTA,MAKANAN,PERDESAAN,2019,MARET,279124,1570923,436763,13275
DI YOGYAKARTA,MAKANAN,PERDESAAN,2019,SEPTEMBER,286565,1570923,436763,13275
DI YOGYAKARTA,MAKANAN,PERDESAAN,2020,MARET,296144,1704608,444286,15771
DI YOGYAKARTA,MAKANAN,PERDESAAN,2020,SEPTEMBER,296654,1704608,444286,15771
DI YOGYAKARTA,MAKANAN,PERKOTAAN,2021,MARET,366206,2215000,638605,15098
DI YOGYAKARTA,MAKANAN,PERKOTAAN,2021,SEPTEMBER,370047,2215000,638605,15098
DI YOGYAKARTA,MAKANAN,PERKOTAAN,2022,MARET,392290,1840916,676491,14916
DI YOGYAKARTA,MAKANAN,PERKOTAAN,2022,SEPTEMBER,412821,1840916,676491,14916
DI YOGYAKARTA,MAKANAN,PERDESAAN,2021,MARET,304443,2215000,468581,15098
DI YOGYAKARTA,MAKANAN,PERDESAAN,2021,SEPTEMBER,325101,2215000,468581,15098
DI YOGYAKARTA,MAKANAN,PERDESAAN,2022,MARET,338551,1840916,489285,14916
DI YOGYAKARTA,MAKANAN,PERDESAAN,2022,SEPTEMBER,352689,1840916,489285,14916
DI YOGYAKARTA,NONMAKANAN,PERKOTAAN,2015,MARET,109745,988500,697510,10440
DI YOGYAKARTA,NONMAKANAN,PERKOTAAN,2015,SEPTEMBER,110150,988500,697510,10440
DI YOGYAKARTA,NONMAKANAN,PERKOTAAN,2016,MARET,110502,988500,765698,12070
DI YOGYAKARTA,NONMAKANAN,PERKOTAAN,2016,SEPTEMBER,112832,988500,765698,12070
DI YOGYAKARTA,NONMAKANAN,PERDESAAN,2015,MARET,75907,988500,297594,10440
DI YOGYAKARTA,NONMAKANAN,PERDESAAN,2015,SEPTEMBER,82662,988500,297594,10440
DI YOGYAKARTA,NONMAKANAN,PERDESAAN,2016,MARET,84348,988500,362964,12070
DI YOGYAKARTA,NONMAKANAN,PERDESAAN,2016,SEPTEMBER,86986,988500,362964,12070
DI YOGYAKARTA,NONMAKANAN,PERKOTAAN,2017,MARET,114383,1337645,777961,12281
DI YOGYAKARTA,NONMAKANAN,PERKOTAAN,2017,SEPTEMBER,122981,1337645,777961,12281
DI YOGYAKARTA,NONMAKANAN,PERKOTAAN,2018,MARET,125328,1454154,904012,12554
DI YOGYAKARTA,NONMAKANAN,PERKOTAAN,2018,SEPTEMBER,126522,1454154,904012,12554
DI YOGYAKARTA,NONMAKANAN,PERDESAAN,2017,MARET,87813,1337645,346740,12281
DI YOGYAKARTA,NONMAKANAN,PERDESAAN,2017,SEPTEMBER,89909,1337645,346740,12281
DI YOGYAKARTA,NONMAKANAN,PERDESAAN,2018,MARET,95550,1454154,421355,12554
DI YOGYAKARTA,NONMAKANAN,PERDESAAN,2018,SEPTEMBER,98191,1454154,421355,12554
DI YOGYAKARTA,NONMAKANAN,PERKOTAAN,2019,MARET,128992,1570923,931711,13275
DI YOGYAKARTA,NONMAKANAN,PERKOTAAN,2019,SEPTEMBER,133943,1570923,931711,13275
DI YOGYAKARTA,NONMAKANAN,PERKOTAAN,2020,MARET,137118,1704608,977178,15771
DI YOGYAKARTA,NONMAKANAN,PERKOTAAN,2020,SEPTEMBER,138208,1704608,977178,15771
DI YOGYAKARTA,NONMAKANAN,PERDESAAN,2019,MARET,99749,1570923,419189,13275
DI YOGYAKARTA,NONMAKANAN,PERDESAAN,2019,SEPTEMBER,106183,1570923,419189,13275
DI YOGYAKARTA,NONMAKANAN,PERDESAAN,2020,MARET,107028,1704608,441772,15771
DI YOGYAKARTA,NONMAKANAN,PERDESAAN,2020,SEPTEMBER,107382,1704608,441772,15771
DI YOGYAKARTA,NONMAKANAN,PERKOTAAN,2021,MARET,140801,2215000,958089,15098
DI YOGYAKARTA,NONMAKANAN,PERKOTAAN,2021,SEPTEMBER,147305,2215000,958089,15098
DI YOGYAKARTA,NONMAKANAN,PERKOTAAN,2022,MARET,151531,1840916,984701,14916
DI YOGYAKARTA,NONMAKANAN,PERKOTAAN,2022,SEPTEMBER,161094,1840916,984701,14916
DI YOGYAKARTA,NONMAKANAN,PERDESAAN,2021,MARET,109797,2215000,436839,15098
DI YOGYAKARTA,NONMAKANAN,PERDESAAN,2021,SEPTEMBER,113311,2215000,436839,15098
DI YOGYAKARTA,NONMAKANAN,PERDESAAN,2022,MARET,117032,1840916,461469,14916
DI YOGYAKARTA,NONMAKANAN,PERDESAAN,2022,SEPTEMBER,128078,1840916,461469,14916
JAWA TIMUR,MAKANAN,PERKOTAAN,2015,MARET,216139,1000000,427218,9214
JAWA TIMUR,MAKANAN,PERKOTAAN,2015,SEPTEMBER,222168,1000000,427218,9214
JAWA TIMUR,MAKANAN,PERKOTAAN,2016,MARET,225900,1000000,487167,11226
JAWA TIMUR,MAKANAN,PERKOTAAN,2016,SEPTEMBER,233472,1000000,487167,11226
JAWA TIMUR,MAKANAN,PERDESAAN,2015,MARET,230565,1000000,338325,9214
JAWA TIMUR,MAKANAN,PERDESAAN,2015,SEPTEMBER,240911,1000000,338325,9214
JAWA TIMUR,MAKANAN,PERDESAAN,2016,MARET,243840,1000000,369547,11226
JAWA TIMUR,MAKANAN,PERDESAAN,2016,SEPTEMBER,246687,1000000,369547,11226
JAWA TIMUR,MAKANAN,PERKOTAAN,2017,MARET,246077,1338000,532127,11883
JAWA TIMUR,MAKANAN,PERKOTAAN,2017,SEPTEMBER,272645,1338000,532127,11883
JAWA TIMUR,MAKANAN,PERKOTAAN,2018,MARET,282265,1508895,562767,12561
JAWA TIMUR,MAKANAN,PERKOTAAN,2018,SEPTEMBER,296061,1508895,562767,12561
JAWA TIMUR,MAKANAN,PERDESAAN,2017,MARET,255319,1338000,419399,11883
JAWA TIMUR,MAKANAN,PERDESAAN,2017,SEPTEMBER,260752,1338000,419399,11883
JAWA TIMUR,MAKANAN,PERDESAAN,2018,MARET,272436,1508895,436818,12561
JAWA TIMUR,MAKANAN,PERDESAAN,2018,SEPTEMBER,279054,1508895,436818,12561
JAWA TIMUR,MAKANAN,PERKOTAAN,2019,MARET,305759,1630059,554493,13119
JAWA TIMUR,MAKANAN,PERKOTAAN,2019,SEPTEMBER,310555,1630059,554493,13119
JAWA TIMUR,MAKANAN,PERKOTAAN,2020,MARET,317234,1768777,573351,14389
JAWA TIMUR,MAKANAN,PERKOTAAN,2020,SEPTEMBER,317483,1768777,573351,14389
JAWA TIMUR,MAKANAN,PERDESAAN,2019,MARET,290587,1630059,443597,13119
JAWA TIMUR,MAKANAN,PERDESAAN,2019,SEPTEMBER,294266,1630059,443597,13119
JAWA TIMUR,MAKANAN,PERDESAAN,2020,MARET,306255,1768777,462004,14389
JAWA TIMUR,MAKANAN,PERDESAAN,2020,SEPTEMBER,309418,1768777,462004,14389
JAWA TIMUR,MAKANAN,PERKOTAAN,2021,MARET,328596,1798979,605457,14789
JAWA TIMUR,MAKANAN,PERKOTAAN,2021,SEPTEMBER,344429,1798979,605457,14789
JAWA TIMUR,MAKANAN,PERKOTAAN,2022,MARET,354405,1891567,640831,15119
JAWA TIMUR,MAKANAN,PERKOTAAN,2022,SEPTEMBER,374630,1891567,640831,15119
JAWA TIMUR,MAKANAN,PERDESAAN,2021,MARET,316010,1798979,500154,14789
