provinsi,jenis,daerah,tahun,periode,gk,ump,peng,upah
NUSA TENGGARA TIMUR,NONMAKANAN,PERKOTAAN,2021,SEPTEMBER,146024,1950000,663311,16386
NUSA TENGGARA TIMUR,NONMAKANAN,PERKOTAAN,2022,MARET,156513,1975000,676439,13012
NUSA TENGGARA TIMUR,NONMAKANAN,PERKOTAAN,2022,SEPTEMBER,170478,1975000,676439,13012
NUSA TENGGARA TIMUR,NONMAKANAN,PERDESAAN,2021,MARET,73829,1950000,276068,16386
NUSA TENGGARA TIMUR,NONMAKANAN,PERDESAAN,2021,SEPTEMBER,75333,1950000,276068,16386
NUSA TENGGARA TIMUR,NONMAKANAN,PERDESAAN,2022,MARET,84266,1975000,310372,13012
NUSA TENGGARA TIMUR,NONMAKANAN,PERDESAAN,2022,SEPTEMBER,89496,1975000,310372,13012
KALIMANTAN BARAT,MAKANAN,PERKOTAAN,2015,MARET,250029,1560000,473082,12671
KALIMANTAN BARAT,MAKANAN,PERKOTAAN,2015,SEPTEMBER,259948,1560000,473082,12671
KALIMANTAN BARAT,MAKANAN,PERKOTAAN,2016,MARET,265291,1739400,511593,13580
KALIMANTAN BARAT,MAKANAN,PERKOTAAN,2016,SEPTEMBER,275590,1739400,511593,13580
KALIMANTAN BARAT,MAKANAN,PERDESAAN,2015,MARET,257337,1560000,405835,12671
KALIMANTAN BARAT,MAKANAN,PERDESAAN,2015,SEPTEMBER,271176,1560000,405835,12671
KALIMANTAN BARAT,MAKANAN,PERDESAAN,2016,MARET,277422,1739400,423687,13580
KALIMANTAN BARAT,MAKANAN,PERDESAAN,2016,SEPTEMBER,289535,1739400,423687,13580
KALIMANTAN BARAT,MAKANAN,PERKOTAAN,2017,MARET,286049,1882900,605453,14734
KALIMANTAN BARAT,MAKANAN,PERKOTAAN,2017,SEPTEMBER,305430,1882900,605453,14734
KALIMANTAN BARAT,MAKANAN,PERKOTAAN,2018,MARET,323125,2046900,624891,14614
KALIMANTAN BARAT,MAKANAN,PERKOTAAN,2018,SEPTEMBER,331134,2046900,624891,14614
KALIMANTAN BARAT,MAKANAN,PERDESAAN,2017,MARET,302069,1882900,479510,14734
KALIMANTAN BARAT,MAKANAN,PERDESAAN,2017,SEPTEMBER,315188,1882900,479510,14734
KALIMANTAN BARAT,MAKANAN,PERDESAAN,2018,MARET,320747,2046900,490033,14614
KALIMANTAN BARAT,MAKANAN,PERDESAAN,2018,SEPTEMBER,326706,2046900,490033,14614
KALIMANTAN BARAT,MAKANAN,PERKOTAAN,2019,MARET,348116,2211500,653100,15309
KALIMANTAN BARAT,MAKANAN,PERKOTAAN,2019,SEPTEMBER,366155,2211500,653100,15309
KALIMANTAN BARAT,MAKANAN,PERKOTAAN,2020,MARET,379108,2399699,666983,16098
KALIMANTAN BARAT,MAKANAN,PERKOTAAN,2020,SEPTEMBER,382408,2399699,666983,16098
KALIMANTAN BARAT,MAKANAN,PERDESAAN,2019,MARET,337213,2211500,511415,15309
KALIMANTAN BARAT,MAKANAN,PERDESAAN,2019,SEPTEMBER,345098,2211500,511415,15309
KALIMANTAN BARAT,MAKANAN,PERDESAAN,2020,MARET,351955,2399699,539487,16098
KALIMANTAN BARAT,MAKANAN,PERDESAAN,2020,SEPTEMBER,353089,2399699,539487,16098
KALIMANTAN BARAT,MAKANAN,PERKOTAAN,2021,MARET,388798,1868777,685868,16127
KALIMANTAN BARAT,MAKANAN,PERKOTAAN,2021,SEPTEMBER,407296,1868777,685868,16127
KALIMANTAN BARAT,MAKANAN,PERKOTAAN,2022,MARET,418006,2434328,762281,16337
KALIMANTAN BARAT,MAKANAN,PERKOTAAN,2022,SEPTEMBER,445660,2434328,762281,16337
KALIMANTAN BARAT,MAKANAN,PERDESAAN,2021,MARET,360819,1868777,556660,16127
KALIMANTAN BARAT,MAKANAN,PERDESAAN,2021,SEPTEMBER,377369,1868777,556660,16127
KALIMANTAN BARAT,MAKANAN,PERDESAAN,2022,MARET,387226,2434328,610152,16337
KALIMANTAN BARAT,MAKANAN,PERDESAAN,2022,SEPTEMBER,407998,2434328,610152,16337
KALIMANTAN BARAT,NONMAKANAN,PERKOTAAN,2015,MARET,84546,1560000,526121,12671
KALIMANTAN BARAT,NONMAKANAN,PERKOTAAN,2015,SEPTEMBER,87567,1560000,526121,12671
KALIMANTAN BARAT,NONMAKANAN,PERKOTAAN,2016,MARET,87852,1739400,605280,13580
KALIMANTAN BARAT,NONMAKANAN,PERKOTAAN,2016,SEPTEMBER,90887,1739400,605280,13580
KALIMANTAN BARAT,NONMAKANAN,PERDESAAN,2015,MARET,61456,1560000,282118,12671
KALIMANTAN BARAT,NONMAKANAN,PERDESAAN,2015,SEPTEMBER,66112,1560000,282118,12671
KALIMANTAN BARAT,NONMAKANAN,PERDESAAN,2016,MARET,68058,1739400,319487,13580
KALIMANTAN BARAT,NONMAKANAN,PERDESAAN,2016,SEPTEMBER,71406,1739400,319487,13580
KALIMANTAN BARAT,NONMAKANAN,PERKOTAAN,2017,MARET,93137,1882900,632936,14734
KALIMANTAN BARAT,NONMAKANAN,PERKOTAAN,2017,SEPTEMBER,96157,1882900,632936,14734
KALIMANTAN BARAT,NONMAKANAN,PERKOTAAN,2018,MARET,100003,2046900,748505,14614
KALIMANTAN BARAT,NONMAKANAN,PERKOTAAN,2018,SEPTEMBER,103335,2046900,748505,14614
KALIMANTAN BARAT,NONMAKANAN,PERDESAAN,2017,MARET,73552,1882900,305909,14734
KALIMANTAN BARAT,NONMAKANAN,PERDESAAN,2017,SEPTEMBER,79124,1882900,305909,14734
KALIMANTAN BARAT,NONMAKANAN,PERDESAAN,2018,MARET,81602,2046900,363108,14614
KALIMANTAN BARAT,NONMAKANAN,PERDESAAN,2018,SEPTEMBER,87098,2046900,363108,14614
KALIMANTAN BARAT,NONMAKANAN,PERKOTAAN,2019,MARET,108409,2211500,753224,15309
KALIMANTAN BARAT,NONMAKANAN,PERKOTAAN,2019,SEPTEMBER,110999,2211500,753224,15309
KALIMANTAN BARAT,NONMAKANAN,PERKOTAAN,2020,MARET,121023,2399699,778369,16098
KALIMANTAN BARAT,NONMAKANAN,PERKOTAAN,2020,SEPTEMBER,122037,2399699,778369,16098
KALIMANTAN BARAT,NONMAKANAN,PERDESAAN,2019,MARET,92007,2211500,392690,15309
KALIMANTAN BARAT,NONMAKANAN,PERDESAAN,2019,SEPTEMBER,95986,2211500,392690,15309
KALIMANTAN BARAT,NONMAKANAN,PERDESAAN,2020,MARET,104237,2399699,412227,16098
KALIMANTAN BARAT,NONMAKANAN,PERDESAAN,2020,SEPTEMBER,105435,2399699,412227,16098
KALIMANTAN BARAT,NONMAKANAN,PERKOTAAN,2021,MARET,124543,1868777,769054,16127
KALIMANTAN BARAT,NONMAKANAN,PERKOTAAN,2021,SEPTEMBER,133177,1868777,769054,16127
KALIMANTAN BARAT,NONMAKANAN,PERKOTAAN,2022,MARET,140781,2434328,793738,16337
KALIMANTAN BARAT,NONMAKANAN,PERKOTAAN,2022,SEPTEMBER,146772,2434328,793738,16337
KALIMANTAN BARAT,NONMAKANAN,PERDESAAN,2021,MARET,106543,1868777,441583,16127
KALIMANTAN BARAT,NONMAKANAN,PERDESAAN,2021,SEPTEMBER,109174,1868777,441583,16127
KALIMANTAN BARAT,NONMAKANAN,PERDESAAN,2022,MARET,112823,2434328,434527,16337
KALIMANTAN BARAT,NONMAKANAN,PERDESAAN,2022,SEPTEMBER,121058,2434328,434527,16337
KALIMANTAN TENGAH,MAKANAN,PERKOTAAN,2015,MARET,251976,1896367,506106,14218
KALIMANTAN TENGAH,MAKANAN,PERKOTAAN,2015,SEPTEMBER,256020,1896367,506106,14218
KALIMANTAN TENGAH,MAKANAN,PERKOTAAN,2016,MARET,264149,2057558,571463,16515
KALIMANTAN TENGAH,MAKANAN,PERKOTAAN,2016,SEPTEMBER,271490,2057558,571463,16515
KALIMANTAN TENGAH,MAKANAN,PERDESAAN,2015,MARET,296856,1896367,489011,14218
KALIMANTAN TENGAH,MAKANAN,PERDESAAN,2015,SEPTEMBER,306475,1896367,489011,14218
KALIMANTAN TENGAH,MAKANAN,PERDESAAN,2016,MARET,316546,2057558,532629,16515
KALIMANTAN TENGAH,MAKANAN,PERDESAAN,2016,SEPTEMBER,320315,2057558,532629,16515
KALIMANTAN TENGAH,MAKANAN,PERKOTAAN,2017,MARET,283201,2227307,648916,16737
KALIMANTAN TENGAH,MAKANAN,PERKOTAAN,2017,SEPTEMBER,286272,2227307,648916,16737
KALIMANTAN TENGAH,MAKANAN,PERKOTAAN,2018,MARET,290898,2421305,660147,17489
KALIMANTAN TENGAH,MAKANAN,PERKOTAAN,2018,SEPTEMBER,305217,2421305,660147,17489
KALIMANTAN TENGAH,MAKANAN,PERDESAAN,2017,MARET,338235,2227307,606252,16737
KALIMANTAN TENGAH,MAKANAN,PERDESAAN,2017,SEPTEMBER,342574,2227307,606252,16737
KALIMANTAN TENGAH,MAKANAN,PERDESAAN,2018,MARET,347960,2421305,615144,17489
KALIMANTAN TENGAH,MAKANAN,PERDESAAN,2018,SEPTEMBER,356962,2421305,615144,17489
KALIMANTAN TENGAH,MAKANAN,PERKOTAAN,2019,MARET,317184,2663435,683518,18090
KALIMANTAN TENGAH,MAKANAN,PERKOTAAN,2019,SEPTEMBER,337107,2663435,683518,18090
KALIMANTAN TENGAH,MAKANAN,PERKOTAAN,2020,MARET,358205,2903145,708823,20677
KALIMANTAN TENGAH,MAKANAN,PERKOTAAN,2020,SEPTEMBER,362579,2903145,708823,20677
KALIMANTAN TENGAH,MAKANAN,PERDESAAN,2019,MARET,363433,2663435,628743,18090
KALIMANTAN TENGAH,MAKANAN,PERDESAAN,2019,SEPTEMBER,376076,2663435,628743,18090
KALIMANTAN TENGAH,MAKANAN,PERDESAAN,2020,MARET,397192,2903145,653781,20677
KALIMANTAN TENGAH,MAKANAN,PERDESAAN,2020,SEPTEMBER,402086,2903145,653781,20677
KALIMANTAN TENGAH,MAKANAN,PERKOTAAN,2021,MARET,371472,2877448,729454,21040
KALIMANTAN TENGAH,MAKANAN,PERKOTAAN,2021,SEPTEMBER,374314,2877448,729454,21040
KALIMANTAN TENGAH,MAKANAN,PERKOTAAN,2022,MARET,392777,2922516,742369,19795
KALIMANTAN TENGAH,MAKANAN,PERKOTAAN,2022,SEPTEMBER,416222,2922516,742369,19795
KALIMANTAN TENGAH,MAKANAN,PERDESAAN,2021,MARET,412878,2877448,701646,21040
KALIMANTAN TENGAH,MAKANAN,PERDESAAN,2021,SEPTEMBER,429419,2877448,701646,21040
KALIMANTAN TENGAH,MAKANAN,PERDESAAN,2022,MARET,451136,2922516,777398,19795
KALIMANTAN TENGAH,MAKANAN,PERDESAAN,2022,SEPTEMBER,478269,2922516,777398,19795
KALIMANTAN TENGAH,NONMAKANAN,PERKOTAAN,2015,MARET,76698,1896367,549096,14218
KALIMANTAN TENGAH,NONMAKANAN,PERKOTAAN,2015,SEPTEMBER,83219,1896367,549096,14218
KALIMANTAN TENGAH,NONMAKANAN,PERKOTAAN,2016,MARET,84105,2057558,656184,16515
KALIMANTAN TENGAH,NONMAKANAN,PERKOTAAN,2016,SEPTEMBER,85734,2057558,656184,16515
KALIMANTAN TENGAH,NONMAKANAN,PERDESAAN,2015,MARET,63814,1896367,361909,14218
KALIMANTAN TENGAH,NONMAKANAN,PERDESAAN,2015,SEPTEMBER,68463,1896367,361909,14218
KALIMANTAN TENGAH,NONMAKANAN,PERDESAAN,2016,MARET,70656,2057558,412711,16515
KALIMANTAN TENGAH,NONMAKANAN,PERDESAAN,2016,SEPTEMBER,72228,2057558,412711,16515
KALIMANTAN TENGAH,NONMAKANAN,PERKOTAAN,2017,MARET,90018,2227307,693047,16737
KALIMANTAN TENGAH,NONMAKANAN,PERKOTAAN,2017,SEPTEMBER,92039,2227307,693047,16737
KALIMANTAN TENGAH,NONMAKANAN,PERKOTAAN,2018,MARET,96241,2421305,754485,17489
KALIMANTAN TENGAH,NONMAKANAN,PERKOTAAN,2018,SEPTEMBER,98329,2421305,754485,17489
KALIMANTAN TENGAH,NONMAKANAN,PERDESAAN,2017,MARET,75766,2227307,412176,16737
KALIMANTAN TENGAH,NONMAKANAN,PERDESAAN,2017,SEPTEMBER,76287,2227307,412176,16737
KALIMANTAN TENGAH,NONMAKANAN,PERDESAAN,2018,MARET,78636,2421305,489769,17489
KALIMANTAN TENGAH,NONMAKANAN,PERDESAAN,2018,SEPTEMBER,83686,2421305,489769,17489
KALIMANTAN TENGAH,NONMAKANAN,PERKOTAAN,2019,MARET,100845,2663435,782544,18090
KALIMANTAN TENGAH,NONMAKANAN,PERKOTAAN,2019,SEPTEMBER,106567,2663435,782544,18090
KALIMANTAN TENGAH,NONMAKANAN,PERKOTAAN,2020,MARET,113479,2903145,837135,20677
KALIMANTAN TENGAH,NONMAKANAN,PERKOTAAN,2020,SEPTEMBER,116294,2903145,837135,20677
KALIMANTAN TENGAH,NONMAKANAN,PERDESAAN,2019,MARET,85750,2663435,538257,18090
KALIMANTAN TENGAH,NONMAKANAN,PERDESAAN,2019,SEPTEMBER,88855,2663435,538257,18090
KALIMANTAN TENGAH,NONMAKANAN,PERDESAAN,2020,MARET,95411,2903145,536160,20677
KALIMANTAN TENGAH,NONMAKANAN,PERDESAAN,2020,SEPTEMBER,96873,2903145,536160,20677
KALIMANTAN TENGAH,NONMAKANAN,PERKOTAAN,2021,MARET,122681,2877448,831203,21040
KALIMANTAN TENGAH,NONMAKANAN,PERKOTAAN,2021,SEPTEMBER,125240,2877448,831203,21040
KALIMANTAN TENGAH,NONMAKANAN,PERKOTAAN,2022,MARET,132451,2922516,800765,19795
KALIMANTAN TENGAH,NONMAKANAN,PERKOTAAN,2022,SEPTEMBER,140978,2922516,800765,19795
KALIMANTAN TENGAH,NONMAKANAN,PERDESAAN,2021,MARET,101865,2877448,577984,21040
KALIMANTAN TENGAH,NONMAKANAN,PERDESAAN,2021,SEPTEMBER,107716,2877448,577984,21040
KALIMANTAN TENGAH,NONMAKANAN,PERDESAAN,2022,MARET,114225,2922516,591424,19795
KALIMANTAN TENGAH,NONMAKANAN,PERDESAAN,2022,SEPTEMBER,124756,2922516,591424,19795
KALIMANTAN SELATAN,MAKANAN,PERKOTAAN,2015,MARET,229677,1870000,510837,13559
KALIMANTAN SELATAN,MAKANAN,PERKOTAAN,2015,SEPTEMBER,235422,1870000,510837,13559
KALIMANTAN SELATAN,MAKANAN,PERKOTAAN,2016,MARET,248602,2085050,576703,14007
KALIMANTAN SELATAN,MAKANAN,PERKOTAAN,2016,SEPTEMBER,257170,2085050,576703,14007
KALIMANTAN SELATAN,MAKANAN,PERDESAAN,2015,MARET,255023,1870000,440745,13559
KALIMANTAN SELATAN,MAKANAN,PERDESAAN,2015,SEPTEMBER,271860,1870000,440745,13559
KALIMANTAN SELATAN,MAKANAN,PERDESAAN,2016,MARET,286982,2085050,496275,14007
KALIMANTAN SELATAN,MAKANAN,PERDESAAN,2016,SEPTEMBER,294159,2085050,496275,14007
KALIMANTAN SELATAN,MAKANAN,PERKOTAAN,2017,MARET,268327,2258000,687947,15507
KALIMANTAN SELATAN,MAKANAN,PERKOTAAN,2017,SEPTEMBER,282483,2258000,687947,15507
KALIMANTAN SELATAN,MAKANAN,PERKOTAAN,2018,MARET,288601,2454671,704312,15735
KALIMANTAN SELATAN,MAKANAN,PERKOTAAN,2018,SEPTEMBER,294677,2454671,704312,15735
KALIMANTAN SELATAN,MAKANAN,PERDESAAN,2017,MARET,302037,2258000,552468,15507
KALIMANTAN SELATAN,MAKANAN,PERDESAAN,2017,SEPTEMBER,309046,2258000,552468,15507
KALIMANTAN SELATAN,MAKANAN,PERDESAAN,2018,MARET,313712,2454671,558191,15735
KALIMANTAN SELATAN,MAKANAN,PERDESAAN,2018,SEPTEMBER,323191,2454671,558191,15735
KALIMANTAN SELATAN,MAKANAN,PERKOTAAN,2019,MARET,312945,2651782,690914,16517
KALIMANTAN SELATAN,MAKANAN,PERKOTAAN,2019,SEPTEMBER,322321,2651782,690914,16517
KALIMANTAN SELATAN,MAKANAN,PERKOTAAN,2020,MARET,337851,2877449,749092,18863
KALIMANTAN SELATAN,MAKANAN,PERKOTAAN,2020,SEPTEMBER,341730,2877449,749092,18863
KALIMANTAN SELATAN,MAKANAN,PERDESAAN,2019,MARET,335341,2651782,573376,16517
KALIMANTAN SELATAN,MAKANAN,PERDESAAN,2019,SEPTEMBER,354054,2651782,573376,16517
KALIMANTAN SELATAN,MAKANAN,PERDESAAN,2020,MARET,370662,2877449,610435,18863
KALIMANTAN SELATAN,MAKANAN,PERDESAAN,2020,SEPTEMBER,374563,2877449,610435,18863
KALIMANTAN SELATAN,MAKANAN,PERKOTAAN,2021,MARET,356053,2399698,768244,18874
KALIMANTAN SELATAN,MAKANAN,PERKOTAAN,2021,SEPTEMBER,362027,2399698,768244,18874
KALIMANTAN SELATAN,MAKANAN,PERKOTAAN,2022,MARET,379337,2906473,788606,18661
KALIMANTAN SELATAN,MAKANAN,PERKOTAAN,2022,SEPTEMBER,399109,2906473,788606,18661
KALIMANTAN SELATAN,MAKANAN,PERDESAAN,2021,MARET,384188,2399698,638415,18874
KALIMANTAN SELATAN,MAKANAN,PERDESAAN,2021,SEPTEMBER,389770,2399698,638415,18874
KALIMANTAN SELATAN,MAKANAN,PERDESAAN,2022,MARET,411135,2906473,669702,18661
KALIMANTAN SELATAN,MAKANAN,PERDESAAN,2022,SEPTEMBER,431084,2906473,669702,18661
KALIMANTAN SELATAN,NONMAKANAN,PERKOTAAN,2015,MARET,124426,1870000,670407,13559
KALIMANTAN SELATAN,NONMAKANAN,PERKOTAAN,2015,SEPTEMBER,136370,1870000,670407,13559
KALIMANTAN SELATAN,NONMAKANAN,PERKOTAAN,2016,MARET,137860,2085050,659884,14007
KALIMANTAN SELATAN,NONMAKANAN,PERKOTAAN,2016,SEPTEMBER,141992,2085050,659884,14007
KALIMANTAN SELATAN,NONMAKANAN,PERDESAAN,2015,MARET,76943,1870000,349861,13559
KALIMANTAN SELATAN,NONMAKANAN,PERDESAAN,2015,SEPTEMBER,81112,1870000,349861,13559
KALIMANTAN SELATAN,NONMAKANAN,PERDESAAN,2016,MARET,83630,2085050,406184,14007
KALIMANTAN SELATAN,NONMAKANAN,PERDESAAN,2016,SEPTEMBER,86488,2085050,406184,14007
KALIMANTAN SELATAN,NONMAKANAN,PERKOTAAN,2017,MARET,144125,2258000,742319,15507
KALIMANTAN SELATAN,NONMAKANAN,PERKOTAAN,2017,SEPTEMBER,152307,2258000,742319,15507
KALIMANTAN SELATAN,NONMAKANAN,PERKOTAAN,2018,MARET,152617,2454671,786234,15735
KALIMANTAN SELATAN,NONMAKANAN,PERKOTAAN,2018,SEPTEMBER,153198,2454671,786234,15735
KALIMANTAN SELATAN,NONMAKANAN,PERDESAAN,2017,MARET,91060,2258000,390246,15507
KALIMANTAN SELATAN,NONMAKANAN,PERDESAAN,2017,SEPTEMBER,98337,2258000,390246,15507
KALIMANTAN SELATAN,NONMAKANAN,PERDESAAN,2018,MARET,100783,2454671,438096,15735
KALIMANTAN SELATAN,NONMAKANAN,PERDESAAN,2018,SEPTEMBER,101478,2454671,438096,15735
KALIMANTAN SELATAN,NONMAKANAN,PERKOTAAN,2019,MARET,157348,2651782,804377,16517
KALIMANTAN SELATAN,NONMAKANAN,PERKOTAAN,2019,SEPTEMBER,161445,2651782,804377,16517
KALIMANTAN SELATAN,NONMAKANAN,PERKOTAAN,2020,MARET,165897,2877449,844200,18863
KALIMANTAN SELATAN,NONMAKANAN,PERKOTAAN,2020,SEPTEMBER,167122,2877449,844200,18863
KALIMANTAN SELATAN,NONMAKANAN,PERDESAAN,2019,MARET,108587,2651782,457675,16517
KALIMANTAN SELATAN,NONMAKANAN,PERDESAAN,2019,SEPTEMBER,116394,2651782,457675,16517
KALIMANTAN SELATAN,NONMAKANAN,PERDESAAN,2020,MARET,119592,2877449,493883,18863
KALIMANTAN SELATAN,NONMAKANAN,PERDESAAN,2020,SEPTEMBER,121152,2877449,493883,18863
KALIMANTAN SELATAN,NONMAKANAN,PERKOTAAN,2021,MARET,171187,2399698,876016,18874
KALIMANTAN SELATAN,NONMAKANAN,PERKOTAAN,2021,SEPTEMBER,174014,2399698,876016,18874
KALIMANTAN SELATAN,NONMAKANAN,PERKOTAAN,2022,MARET,180716,2906473,848192,18661
KALIMANTAN SELATAN,NONMAKANAN,PERKOTAAN,2022,SEPTEMBER,189362,2906473,848192,18661
KALIMANTAN SELATAN,NONMAKANAN,PERDESAAN,2021,MARET,126184,2399698,501261,18874
KALIMANTAN SELATAN,NONMAKANAN,PERDESAAN,2021,SEPTEMBER,127523,2399698,501261,18874
KALIMANTAN SELATAN,NONMAKANAN,PERDESAAN,2022,MARET,133660,2906473,517955,18661
KALIMANTAN SELATAN,NONMAKANAN,PERDESAAN,2022,SEPTEMBER,141833,2906473,517955,18661
KALIMANTAN TIMUR,MAKANAN,PERKOTAAN,2015,MARET,337970,2026126,580661,16323
KALIMANTAN TIMUR,MAKANAN,PERKOTAAN,2015,SEPTEMBER,348480,2026126,580661,16323
KALIMANTAN TIMUR,MAKANAN,PERKOTAAN,2016,MARET,359194,2161253,609280,18514
KALIMANTAN TIMUR,MAKANAN,PERKOTAAN,2016,SEPTEMBER,370609,2161253,609280,18514
KALIMANTAN TIMUR,MAKANAN,PERDESAAN,2015,MARET,333612,2026126,496104,16323
KALIMANTAN TIMUR,MAKANAN,PERDESAAN,2015,SEPTEMBER,348598,2026126,496104,16323
KALIMANTAN TIMUR,MAKANAN,PERDESAAN,2016,MARET,364879,2161253,549413,18514
KALIMANTAN TIMUR,MAKANAN,PERDESAAN,2016,SEPTEMBER,375619,2161253,549413,18514
KALIMANTAN TIMUR,MAKANAN,PERKOTAAN,2017,MARET,387723,2354800,702593,21864
KALIMANTAN TIMUR,MAKANAN,PERKOTAAN,2017,SEPTEMBER,391088,2354800,702593,21864
KALIMANTAN TIMUR,MAKANAN,PERKOTAAN,2018,MARET,394601,2543332,741670,21303
KALIMANTAN TIMUR,MAKANAN,PERKOTAAN,2018,SEPTEMBER,411445,2543332,741670,21303
KALIMANTAN TIMUR,MAKANAN,PERDESAAN,2017,MARET,391851,2354800,586914,21864
KALIMANTAN TIMUR,MAKANAN,PERDESAAN,2017,SEPTEMBER,410491,2354800,586914,21864
KALIMANTAN TIMUR,MAKANAN,PERDESAAN,2018,MARET,424731,2543332,624762,21303
KALIMANTAN TIMUR,MAKANAN,PERDESAAN,2018,SEPTEMBER,435063,2543332,624762,21303
KALIMANTAN TIMUR,MAKANAN,PERKOTAAN,2019,MARET,422701,2747561,752592,21691
KALIMANTAN TIMUR,MAKANAN,PERKOTAAN,2019,SEPTEMBER,437601,2747561,752592,21691
KALIMANTAN TIMUR,MAKANAN,PERKOTAAN,2020,MARET,453545,2981379,824955,24097
KALIMANTAN TIMUR,MAKANAN,PERKOTAAN,2020,SEPTEMBER,462661,2981379,824955,24097
KALIMANTAN TIMUR,MAKANAN,PERDESAAN,2019,MARET,441376,2747561,666051,21691
KALIMANTAN TIMUR,MAKANAN,PERDESAAN,2019,SEPTEMBER,465407,2747561,666051,21691
KALIMANTAN TIMUR,MAKANAN,PERDESAAN,2020,MARET,483135,2981379,719141,24097
KALIMANTAN TIMUR,MAKANAN,PERDESAAN,2020,SEPTEMBER,486520,2981379,719141,24097
KALIMANTAN TIMUR,MAKANAN,PERKOTAAN,2021,MARET,479168,2903144,762309,23943
KALIMANTAN TIMUR,MAKANAN,PERKOTAAN,2021,SEPTEMBER,488748,2903144,762309,23943
KALIMANTAN TIMUR,MAKANAN,PERKOTAAN,2022,MARET,507661,3014497,840814,22281
KALIMANTAN TIMUR,MAKANAN,PERKOTAAN,2022,SEPTEMBER,541868,3014497,840814,22281
KALIMANTAN TIMUR,MAKANAN,PERDESAAN,2021,MARET,498601,2903144,679889,23943
KALIMANTAN TIMUR,MAKANAN,PERDESAAN,2021,SEPTEMBER,509282,2903144,679889,23943
KALIMANTAN TIMUR,MAKANAN,PERDESAAN,2022,MARET,526674,3014497,753173,22281
KALIMANTAN TIMUR,MAKANAN,PERDESAAN,2022,SEPTEMBER,556626,3014497,753173,22281
KALIMANTAN TIMUR,NONMAKANAN,PERKOTAAN,2015,MARET,147917,2026126,736387,16323
KALIMANTAN TIMUR,NONMAKANAN,PERKOTAAN,2015,SEPTEMBER,156071,2026126,736387,16323
KALIMANTAN TIMUR,NONMAKANAN,PERKOTAAN,2016,MARET,160459,2161253,821085,18514
KALIMANTAN TIMUR,NONMAKANAN,PERKOTAAN,2016,SEPTEMBER,164529,2161253,821085,18514
KALIMANTAN TIMUR,NONMAKANAN,PERDESAAN,2015,MARET,119387,2026126,487665,16323
KALIMANTAN TIMUR,NONMAKANAN,PERDESAAN,2015,SEPTEMBER,128016,2026126,487665,16323
KALIMANTAN TIMUR,NONMAKANAN,PERDESAAN,2016,MARET,131096,2161253,506964,18514
KALIMANTAN TIMUR,NONMAKANAN,PERDESAAN,2016,SEPTEMBER,134422,2161253,506964,18514
KALIMANTAN TIMUR,NONMAKANAN,PERKOTAAN,2017,MARET,168156,2354800,916652,21864
KALIMANTAN TIMUR,NONMAKANAN,PERKOTAAN,2017,SEPTEMBER,173713,2354800,916652,21864
KALIMANTAN TIMUR,NONMAKANAN,PERKOTAAN,2018,MARET,181664,2543332,986254,21303
KALIMANTAN TIMUR,NONMAKANAN,PERKOTAAN,2018,SEPTEMBER,190174,2543332,986254,21303
KALIMANTAN TIMUR,NONMAKANAN,PERDESAAN,2017,MARET,140868,2354800,513099,21864
KALIMANTAN TIMUR,NONMAKANAN,PERDESAAN,2017,SEPTEMBER,144007,2354800,513099,21864
KALIMANTAN TIMUR,NONMAKANAN,PERDESAAN,2018,MARET,145280,2543332,597805,21303
KALIMANTAN TIMUR,NONMAKANAN,PERDESAAN,2018,SEPTEMBER,154524,2543332,597805,21303
KALIMANTAN TIMUR,NONMAKANAN,PERKOTAAN,2019,MARET,191520,2747561,1014134,21691
KALIMANTAN TIMUR,NONMAKANAN,PERKOTAAN,2019,SEPTEMBER,205447,2747561,1014134,21691
KALIMANTAN TIMUR,NONMAKANAN,PERDESAAN,2019,MARET,156075,2747561,642661,21691
KALIMANTAN TIMUR,NONMAKANAN,PERDESAAN,2019,SEPTEMBER,162946,2747561,642661,21691
KALIMANTAN TIMUR,NONMAKANAN,PERDESAAN,2020,MARET,169485,2981379,675241,24097
KALIMANTAN TIMUR,NONMAKANAN,PERDESAAN,2020,SEPTEMBER,169549,2981379,675241,24097
KALIMANTAN TIMUR,NONMAKANAN,PERDESAAN,2021,MARET,175035,2903144,691251,23943
KALIMANTAN TIMUR,NONMAKANAN,PERDESAAN,2021,SEPTEMBER,183628,2903144,691251,23943
KALIMANTAN TIMUR,NONMAKANAN,PERDESAAN,2022,MARET,191875,3014497,711736,22281
KALIMANTAN TIMUR,NONMAKANAN,PERDESAAN,2022,SEPTEMBER,201939,3014497,711736,22281
KALIMANTAN UTARA,MAKANAN,PERKOTAAN,2015,MARET,342729,2026126,536894,16608
KALIMANTAN UTARA,MAKANAN,PERKOTAAN,2015,SEPTEMBER,355117,2026126,536894,16608
KALIMANTAN UTARA,MAKANAN,PERKOTAAN,2016,MARET,367378,2175340,586024,17547
KALIMANTAN UTARA,MAKANAN,PERKOTAAN,2016,SEPTEMBER,379442,2175340,586024,17547
KALIMANTAN UTARA,MAKANAN,PERDESAAN,2015,MARET,339904,2026126,478792,16608
KALIMANTAN UTARA,MAKANAN,PERDESAAN,2015,SEPTEMBER,351534,2026126,478792,16608
KALIMANTAN UTARA,MAKANAN,PERDESAAN,2016,MARET,372825,2175340,501077,17547
